Type,Location,Bath,Purpose,Bedrooms,Added,Precinct ,Main Features,Total Area,Total Price
Flat,"Bahria Town, Karachi",2,For Sale,2,1 day ago,Bahria Town,"Main FeaturesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalService Elevators in BuildingFurnishedRoomsDrawing RoomDining RoomStudy RoomPrayer RoomPowder Room GymSteam RoomLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities",97,8732000.0
House,"Bahria Town, Karachi",4,For Sale,3,2 days ago,Precinct 12,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedrooms: 3Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",125,15500000.0
House,"Bahria Town, Karachi",5,For Sale,4,2 days ago,Precinct 35,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedrooms: 4Bathrooms: 5Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",350,22500000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 days ago,Precinct 11-A,RoomsBedrooms: 3Bathrooms: 3Servant QuartersDrawing RoomDining RoomKitchens: 1,200,19200000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 days ago,Precinct 10-A,RoomsBedrooms: 3Bathrooms: 3Servant QuartersDrawing RoomDining RoomKitchens: 1,200,19500000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 days ago,Bahria Town,Main FeaturesBuilt in year: 2.5Parking Spaces: 1Electricity BackupFloors in Building: 28,92,6600000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 days ago,Bahria Town,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchensOther Facilities
Maintenance StaffSecurity Staff",125,14500000.0
House,"Bahria Town, Karachi",5,For Sale,4,2 hours ago,Precinct 30,"Main FeaturesBuilt in year: 2022Parking Spaces: 2FlooringElectricity BackupFloors: 2RoomsBedrooms: 4Bathrooms: 5Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Powder Room Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",272,26000000.0
Flat,"Bahria Town, Karachi",1,For Sale,2,3 hours ago,Bahria Town,"Main FeaturesBuilt in year: 2023Parking Spaces: 2FlooringElectricity BackupFloor: 2Floors in Building: 9Elevators: 2Service Elevators in BuildingRoomsBedrooms: 2Bathrooms: 2Dining RoomKitchens: 1Powder Room Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity Staff",122,6800000.0
House,"Bahria Town, Karachi",3,For Sale,3,9 hours ago,Precinct 10-A,"Main FeaturesBuilt in year: 2018Parking Spaces: 2FlooringElectricity BackupWaste DisposalFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant QuartersDrawing RoomDining RoomKitchens: 1Store RoomsLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessCommunity FeaturesMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",200,25000000.0
House,"Bahria Town, Karachi",3,For Sale,3,13 hours ago,Precinct 31,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",235,13799999.999999998
House,"Bahria Town, Karachi",4,For Sale,4,21 hours ago,Sports City,RoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 2,350,21400000.0
Flat,"Bahria Town, Karachi",1,For Sale,1,21 hours ago,Bahria Town,RoomsBedrooms: 1Bathrooms: 1Kitchens: 1,61,4700000.0
House,"Bahria Town, Karachi",3,For Sale,3,21 hours ago,Precinct 12,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,125,15000000.0
House,"Bahria Town, Karachi",3,For Sale,3,39 minutes ago,Bahria Greens,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,75,9500000.0
House,"Bahria Town, Karachi",3,For Sale,3,39 minutes ago,Precinct 31,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,235,16000000.0
House,"Bahria Town, Karachi",4,For Sale,4,52 minutes ago,Precinct 35,"RoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Store Rooms: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",350,21000000.0
House,"Bahria Town, Karachi",4,For Sale,4,52 minutes ago,Precinct 35,"RoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Store Rooms: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",350,21000000.0
House,"Bahria Town, Karachi",4,For Sale,4,53 minutes ago,Precinct 35,"RoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",350,21000000.0
House,"Bahria Town, Karachi",2,For Sale,2,57 minutes ago,Precinct 31,"RoomsBedrooms: 2Bathrooms: 2Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",235,15200000.0
House,"Bahria Town, Karachi",2,For Sale,2,1 hour ago,Precinct 31,"RoomsBedrooms: 2Bathrooms: 2Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Store Rooms: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",235,15200000.0
House,"Bahria Town, Karachi",3,For Sale,3,2 days ago,Precinct 12,"Main FeaturesBuilt in year: 2022Parking Spaces: 2022FlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Powder Room Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",125,9500000.0
House,"Bahria Town, Karachi",3,For Sale,3,2 days ago,"Precinct 1,","Main FeaturesBuilt in year: 2022Parking Spaces: 2FlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Powder Room Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",272,36000000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,2 days ago,Precinct 19,"Main FeaturesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupFloorFloors in Building: 6Elevators: 4RoomsBedrooms: 2Bathrooms: 2Store Rooms: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyATM MachinesCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaBarbeque AreaMosqueOther Facilities
Maintenance StaffSecurity StaffPet Policy",106,7000000.0
House,"Bahria Town, Karachi",3,For Sale,3,2 days ago,Bahria Town,"Main FeaturesBuilt in year: 1Parking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",125,9000000.0
House,"Bahria Town, Karachi",4,For Sale,3,2 days ago,Precinct 10-A,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedrooms: 3Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",200,19200000.0
Flat,"Bahria Town, Karachi",1,For Sale,1,4 days ago,Bahria Town,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",84,7917000.0
House,"Bahria Town, Karachi",5,For Sale,5,4 days ago,Precinct 51,"Main FeaturesBuilt in year: 2021Parking Spaces: 3FlooringElectricity BackupWaste DisposalFloors: 2RoomsBedrooms: 5Bathrooms: 5Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesKids Play AreaMosqueHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsOther Nearby PlacesOther Facilities
Maintenance StaffSecurity Staff",500,43500000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 days ago,Precinct 27,Main FeaturesBuilt in year: 2020Parking Spaces: 2FlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesKids Play AreaMosqueHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby Restaurants,200,16399999.999999998
Flat,"Bahria Town, Karachi",2,For Sale,2,4 days ago,Precinct 19,Main FeaturesBuilt in year: 2020Parking Spaces: 2FlooringElectricity BackupFloor: 4Floors in Building: 7Elevators: 2Service Elevators in BuildingRoomsBedrooms: 2Bathrooms: 2Dining RoomKitchens: 1Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesKids Play AreaMosqueNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby Restaurants,106,9600000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 hours ago,Precinct 11-A,Main FeaturesBuilt in year: 2022Parking Spaces: 2FlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomKitchens: 1Prayer RoomPowder Room Store Rooms: 1Lounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,200,19800000.0
House,"Bahria Town, Karachi",6,For Sale,5,3 hours ago,Bahria Golf City,"Main FeaturesBuilt in year: 2024Parking Spaces: 3FlooringElectricity BackupFloors: 2RoomsBedrooms: 5Bathrooms: 6Servant Quarters: 1Drawing RoomDining RoomKitchens: 2Powder Room Store Rooms: 1Lounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",500,35500000.0
House,"Bahria Town, Karachi",5,For Sale,4,1 day ago,Sports City,Main FeaturesBuilt in year: 2021Parking Spaces: 2FlooringElectricity BackupFloors: 2RoomsBedrooms: 4Bathrooms: 5Servant Quarters: 1Kitchens: 1Store Rooms: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport Service,350,22000000.0
